"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","2_18a_D1_PROKKA_07032020","2_18b_A4_PROKKA_07032020","2_18b_D1_PROKKA_07032020","2_18b_D3_PROKKA_07032020","3_18a_D6_PROKKA_07032020","3_18b_C5_PROKKA_07132020","3_18b_D5_PROKKA_07132020","3_18c_C3_PROKKA_07142020","O_acuminata_ref_PROKKA_04122021"
"group_1157","","hypothetical protein","9","9","1","1","2447","","","","344","344","344","ACMNIIJE_02284","KBJLFPIH_01102","OLBDELFK_01324","FIJMHGMP_01767","AMABMDDH_04440","AKMBOJBH_03581","LNNPAFAO_02422","EOJAOBGC_00596","CPEPOGAB_05259"
"kaiB_2","","Circadian clock protein KaiB","9","9","1","1","2450","","","","356","356","356","ACMNIIJE_02287","KBJLFPIH_01105","OLBDELFK_01327","FIJMHGMP_01764","AMABMDDH_04437","AKMBOJBH_03584","LNNPAFAO_02419","EOJAOBGC_00593","CPEPOGAB_05256"
"COQ3_2","","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","9","9","1","1","9803","","","","1205","1217","1207","ACMNIIJE_05513","KBJLFPIH_02351","OLBDELFK_00186","FIJMHGMP_04502","AMABMDDH_01756","AKMBOJBH_04288","LNNPAFAO_03397","EOJAOBGC_02861","CPEPOGAB_01163"
"group_1160","","hypothetical protein","9","9","1","1","1743","","","","251","260","255","ACMNIIJE_02307","KBJLFPIH_02489","OLBDELFK_01344","FIJMHGMP_01746","AMABMDDH_03387","AKMBOJBH_03636","LNNPAFAO_02366","EOJAOBGC_00539","CPEPOGAB_04976"
"group_1161","","hypothetical protein","9","9","1","1","2058","","","","203","203","203","ACMNIIJE_02329","KBJLFPIH_02468","OLBDELFK_01366","FIJMHGMP_01722","AMABMDDH_03397","AKMBOJBH_03646","LNNPAFAO_02355","EOJAOBGC_00528","CPEPOGAB_04987"
"kefB_2","","Glutathione-regulated potassium-efflux system protein KefB","9","9","1","1","2042","","","","2066","2090","2079","ACMNIIJE_02338","KBJLFPIH_02458","OLBDELFK_01384","FIJMHGMP_01712","AMABMDDH_03408","AKMBOJBH_04748","LNNPAFAO_02344","EOJAOBGC_00516","CPEPOGAB_03842"
"group_1164","","hypothetical protein","9","9","1","1","2041","","","","1157","1157","1157","ACMNIIJE_02339","KBJLFPIH_02457","OLBDELFK_01385","FIJMHGMP_01711","AMABMDDH_03409","AKMBOJBH_04747","LNNPAFAO_02343","EOJAOBGC_00515","CPEPOGAB_03841"
"qmcA_1","","Protein QmcA","9","9","1","1","4078","","","","953","953","953","ACMNIIJE_02381","KBJLFPIH_00026","OLBDELFK_01832","FIJMHGMP_00202","AMABMDDH_00387","AKMBOJBH_00214","LNNPAFAO_04617","EOJAOBGC_02560","CPEPOGAB_04612"
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI","9","9","1","1","4095","","","","1745","1745","1745","ACMNIIJE_02391","KBJLFPIH_01766","OLBDELFK_01842","FIJMHGMP_00212","AMABMDDH_01391","AKMBOJBH_02769","LNNPAFAO_04954","EOJAOBGC_02486","CPEPOGAB_04073"
"ndhJ","","NAD(P)H-quinone oxidoreductase subunit J","9","9","1","1","3956","","","","524","524","524","ACMNIIJE_02410","KBJLFPIH_01755","OLBDELFK_01861","FIJMHGMP_00232","AMABMDDH_04622","AKMBOJBH_04171","LNNPAFAO_04978","EOJAOBGC_02462","CPEPOGAB_04102"
"group_1174","","hypothetical protein","9","9","1","1","3959","","","","365","464","376","ACMNIIJE_02413","KBJLFPIH_01758","OLBDELFK_01864","FIJMHGMP_00235","AMABMDDH_04619","AKMBOJBH_04168","LNNPAFAO_04981","EOJAOBGC_02459","CPEPOGAB_04105"
"group_1175","","Ycf48-like protein","9","9","1","1","3960","","","","1004","1004","1004","ACMNIIJE_02414","KBJLFPIH_01759","OLBDELFK_01865","FIJMHGMP_00236","AMABMDDH_04618","AKMBOJBH_04167","LNNPAFAO_04982","EOJAOBGC_02458","CPEPOGAB_04106"
"ispH","","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","9","9","1","1","6615","","","","1205","1598","1248","ACMNIIJE_02435","KBJLFPIH_04622","OLBDELFK_05550","FIJMHGMP_00262","AMABMDDH_04597","AKMBOJBH_04155","LNNPAFAO_05606","EOJAOBGC_02437","CPEPOGAB_04778"
"nagA","","N-acetylglucosamine-6-phosphate deacetylase","9","9","1","1","6606","","","","1241","1241","1241","ACMNIIJE_02439","KBJLFPIH_04627","OLBDELFK_00587","FIJMHGMP_00266","AMABMDDH_04429","AKMBOJBH_04151","LNNPAFAO_04862","EOJAOBGC_04494","CPEPOGAB_04773"
"mgsA","","Methylglyoxal synthase","9","9","1","1","6605","","","","374","374","374","ACMNIIJE_02440","KBJLFPIH_04628","OLBDELFK_00588","FIJMHGMP_00267","AMABMDDH_04428","AKMBOJBH_04150","LNNPAFAO_04861","EOJAOBGC_04495","CPEPOGAB_04772"
"algA_2","","Alginate biosynthesis protein AlgA","9","9","1","1","6458","","","","1049","1049","1049","ACMNIIJE_02452","KBJLFPIH_04636","OLBDELFK_00600","FIJMHGMP_00279","AMABMDDH_04420","AKMBOJBH_04142","LNNPAFAO_04853","EOJAOBGC_04503","CPEPOGAB_04364"
"group_1182","","hypothetical protein","9","9","1","1","6423","","","","206","206","206","ACMNIIJE_02468","KBJLFPIH_04652","OLBDELFK_00616","FIJMHGMP_00295","AMABMDDH_04407","AKMBOJBH_04129","LNNPAFAO_04839","EOJAOBGC_04516","CPEPOGAB_04350"
"cmpR_1","","HTH-type transcriptional activator CmpR","9","9","1","1","10660","","","","932","935","932","ACMNIIJE_02474","KBJLFPIH_02837","OLBDELFK_05391","FIJMHGMP_01571","AMABMDDH_02735","AKMBOJBH_01205","LNNPAFAO_02789","EOJAOBGC_02710","CPEPOGAB_03139"
"srrA_1","","Transcriptional regulatory protein SrrA","9","9","1","1","10658","","","","377","377","377","ACMNIIJE_02476","KBJLFPIH_02835","OLBDELFK_05389","FIJMHGMP_01573","AMABMDDH_02737","AKMBOJBH_01207","LNNPAFAO_02791","EOJAOBGC_02712","CPEPOGAB_03136"
"cheC","","hypothetical protein","9","9","1","1","10657","","","","614","614","614","ACMNIIJE_02477","KBJLFPIH_02834","OLBDELFK_05388","FIJMHGMP_01574","AMABMDDH_02738","AKMBOJBH_01208","LNNPAFAO_02792","EOJAOBGC_02713","CPEPOGAB_03135"
"group_1186","","hypothetical protein","9","9","1","1","10656","","","","1478","1478","1478","ACMNIIJE_02478","KBJLFPIH_02833","OLBDELFK_05387","FIJMHGMP_01575","AMABMDDH_02739","AKMBOJBH_01209","LNNPAFAO_02793","EOJAOBGC_02714","CPEPOGAB_03134"
"group_1187","","hypothetical protein","9","9","1","1","10650","","","","452","452","452","ACMNIIJE_02482","KBJLFPIH_02829","OLBDELFK_05383","FIJMHGMP_01579","AMABMDDH_02744","AKMBOJBH_01214","LNNPAFAO_02798","EOJAOBGC_02719","CPEPOGAB_03130"
"group_1188","","hypothetical protein","9","9","1","1","10571","","","","146","146","146","ACMNIIJE_02523","KBJLFPIH_02792","OLBDELFK_02945","FIJMHGMP_01626","AMABMDDH_02783","AKMBOJBH_05044","LNNPAFAO_05589","EOJAOBGC_02757","CPEPOGAB_03087"
"lnrL_2","","Linearmycin resistance ATP-binding protein LnrL","9","9","1","1","10536","","","","851","851","851","ACMNIIJE_02527","KBJLFPIH_02788","OLBDELFK_02949","FIJMHGMP_05518","AMABMDDH_02787","AKMBOJBH_05040","LNNPAFAO_05585","EOJAOBGC_02761","CPEPOGAB_03083"
"ctpA","","Carboxy-terminal processing protease CtpA","9","9","1","1","10742","","","","1307","1307","1307","ACMNIIJE_02572","KBJLFPIH_02870","OLBDELFK_02992","FIJMHGMP_01533","AMABMDDH_02703","AKMBOJBH_01173","LNNPAFAO_02757","EOJAOBGC_02678","CPEPOGAB_02931"
"dapL_2","","LL-diaminopimelate aminotransferase","9","9","1","1","10769","","","","1235","1235","1235","ACMNIIJE_02579","KBJLFPIH_02863","OLBDELFK_02999","FIJMHGMP_01526","AMABMDDH_02710","AKMBOJBH_01180","LNNPAFAO_02764","EOJAOBGC_02685","CPEPOGAB_03173"
"group_1195","","hypothetical protein","9","9","1","1","10780","","","","3350","3356","3352","ACMNIIJE_02581","KBJLFPIH_03088","OLBDELFK_03001","FIJMHGMP_01523","AMABMDDH_04144","AKMBOJBH_01158","LNNPAFAO_02743","EOJAOBGC_02663","CPEPOGAB_02910"
"trpG","","Anthranilate synthase component 2","9","9","1","1","9827","","","","599","599","599","ACMNIIJE_02587","KBJLFPIH_01646","OLBDELFK_05572","FIJMHGMP_05154","AMABMDDH_01249","AKMBOJBH_03036","LNNPAFAO_03073","EOJAOBGC_04436","CPEPOGAB_02286"
"bcrA","","Bacitracin transport ATP-binding protein BcrA","9","9","1","1","8669","","","","950","950","950","ACMNIIJE_02591","KBJLFPIH_01651","OLBDELFK_05048","FIJMHGMP_05522","AMABMDDH_02148","AKMBOJBH_03933","LNNPAFAO_03063","EOJAOBGC_04418","CPEPOGAB_02292"
"ruvC","","Crossover junction endodeoxyribonuclease RuvC","9","9","1","1","14686","","","","500","500","500","ACMNIIJE_02618","KBJLFPIH_01673","OLBDELFK_05601","FIJMHGMP_03002","AMABMDDH_00680","AKMBOJBH_01491","LNNPAFAO_03696","EOJAOBGC_00933","CPEPOGAB_02324"
"lutA","","Lactate utilization protein A","9","9","1","1","14657","","","","1394","1502","1442","ACMNIIJE_02627","KBJLFPIH_01686","OLBDELFK_05213","FIJMHGMP_03013","AMABMDDH_00692","AKMBOJBH_01503","LNNPAFAO_03710","EOJAOBGC_00945","CPEPOGAB_02336"
"murD","","UDP-N-acetylmuramoylalanine--D-glutamate ligase","9","9","1","1","14654","","","","1376","1376","1376","ACMNIIJE_02630","KBJLFPIH_01689","OLBDELFK_05216","FIJMHGMP_03016","AMABMDDH_00695","AKMBOJBH_01506","LNNPAFAO_03713","EOJAOBGC_00948","CPEPOGAB_02349"
"fusA_1","","Elongation factor G","9","9","1","1","14646","","","","2048","2048","2048","ACMNIIJE_02634","KBJLFPIH_01693","OLBDELFK_05220","FIJMHGMP_03020","AMABMDDH_00699","AKMBOJBH_01510","LNNPAFAO_03717","EOJAOBGC_00952","CPEPOGAB_02353"
"cheW_1","","Chemotaxis protein CheW","9","9","1","1","9924","","","","521","521","521","ACMNIIJE_02648","KBJLFPIH_01703","OLBDELFK_05089","FIJMHGMP_03036","AMABMDDH_00713","AKMBOJBH_01524","LNNPAFAO_04102","EOJAOBGC_00970","CPEPOGAB_02366"
"group_1208","","hypothetical protein","9","9","1","1","11276","","","","425","425","425","ACMNIIJE_02659","KBJLFPIH_02206","OLBDELFK_05078","FIJMHGMP_03052","AMABMDDH_01295","AKMBOJBH_03083","LNNPAFAO_03355","EOJAOBGC_05221","CPEPOGAB_02411"
"group_1209","","hypothetical protein","9","9","1","1","11283","","","","1442","1442","1442","ACMNIIJE_02664","KBJLFPIH_02200","OLBDELFK_00583","FIJMHGMP_03057","AMABMDDH_01290","AKMBOJBH_03078","LNNPAFAO_03114","EOJAOBGC_05555","CPEPOGAB_02406"
"ycf12","","Photosystem II reaction center protein Ycf12","9","9","1","1","10071","","","","131","239","143","ACMNIIJE_02670","KBJLFPIH_02193","OLBDELFK_00577","FIJMHGMP_03063","AMABMDDH_00736","AKMBOJBH_01547","LNNPAFAO_04126","EOJAOBGC_00994","CPEPOGAB_02399"
"pyrE","","Orotate phosphoribosyltransferase","9","9","1","1","9971","","","","620","620","620","ACMNIIJE_02681","KBJLFPIH_02182","OLBDELFK_00566","FIJMHGMP_03074","AMABMDDH_00725","AKMBOJBH_01536","LNNPAFAO_04115","EOJAOBGC_00983","CPEPOGAB_02386"
"group_1215","","D-beta-D-heptose 1-phosphate adenylyltransferase","9","9","1","1","18790","","","","488","515","491","ACMNIIJE_02693","KBJLFPIH_05016","OLBDELFK_00103","FIJMHGMP_00605","AMABMDDH_00227","AKMBOJBH_02289","LNNPAFAO_02004","EOJAOBGC_01861","CPEPOGAB_01278"
"rnc_2","","Ribonuclease 3","9","9","1","1","18815","","","","722","908","804","ACMNIIJE_02699","KBJLFPIH_05021","OLBDELFK_00108","FIJMHGMP_00600","AMABMDDH_00222","AKMBOJBH_02294","LNNPAFAO_01999","EOJAOBGC_01856","CPEPOGAB_01284"
"cpcC","","Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod","9","9","1","1","18845","","","","860","860","860","ACMNIIJE_02719","KBJLFPIH_02401","OLBDELFK_00128","FIJMHGMP_00579","AMABMDDH_00202","AKMBOJBH_02314","LNNPAFAO_01980","EOJAOBGC_01836","CPEPOGAB_01226"
"group_1219","","hypothetical protein","9","9","1","1","20749","","","","263","263","263","ACMNIIJE_02738","KBJLFPIH_02384","OLBDELFK_00146","FIJMHGMP_04462","AMABMDDH_00183","AKMBOJBH_02332","LNNPAFAO_01961","EOJAOBGC_01817","CPEPOGAB_01210"
"dps","","DNA protection during starvation protein","9","9","1","1","18463","","","","536","536","536","ACMNIIJE_02753","KBJLFPIH_02374","OLBDELFK_00158","FIJMHGMP_04472","AMABMDDH_01721","AKMBOJBH_04255","LNNPAFAO_03361","EOJAOBGC_02828","CPEPOGAB_01198"
"group_1223","","hypothetical protein","9","9","1","1","15371","","","","1508","1508","1508","ACMNIIJE_02827","KBJLFPIH_05132","OLBDELFK_01200","FIJMHGMP_02184","AMABMDDH_01571","AKMBOJBH_03793","LNNPAFAO_02275","EOJAOBGC_02161","CPEPOGAB_05686"
"lnrL_1","","Linearmycin resistance ATP-binding protein LnrL","9","9","1","1","16306","","","","1019","1046","1025","ACMNIIJE_02841","KBJLFPIH_04345","OLBDELFK_01187","FIJMHGMP_02203","AMABMDDH_01526","AKMBOJBH_03837","LNNPAFAO_02228","EOJAOBGC_02114","CPEPOGAB_04804"
"glgX","","Glycogen operon protein GlgX ","9","9","1","1","2021","","","","2126","2126","2126","ACMNIIJE_02859","KBJLFPIH_04327","OLBDELFK_01171","FIJMHGMP_02220","AMABMDDH_01510","AKMBOJBH_05352","LNNPAFAO_02212","EOJAOBGC_02098","CPEPOGAB_03830"
"group_1232","","hypothetical protein","9","9","1","1","11760","","","","845","845","845","ACMNIIJE_02880","KBJLFPIH_02637","OLBDELFK_05192","FIJMHGMP_01894","AMABMDDH_02880","AKMBOJBH_01978","LNNPAFAO_00099","EOJAOBGC_00857","CPEPOGAB_00715"
"group_1235","","hypothetical protein","9","9","1","1","12037","","","","431","431","431","ACMNIIJE_02894","KBJLFPIH_02699","OLBDELFK_05205","FIJMHGMP_01909","AMABMDDH_02826","AKMBOJBH_04840","LNNPAFAO_00155","EOJAOBGC_00804","CPEPOGAB_00628"
"murG","","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","9","9","1","1","12053","","","","1064","1130","1071","ACMNIIJE_02906","KBJLFPIH_04659","OLBDELFK_03060","FIJMHGMP_01917","AMABMDDH_02816","AKMBOJBH_04850","LNNPAFAO_00165","EOJAOBGC_00794","CPEPOGAB_00638"
"pbpG","","Penicillin-binding protein 2D","9","9","1","1","12062","","","","1820","1925","1902","ACMNIIJE_02912","KBJLFPIH_04665","OLBDELFK_03054","FIJMHGMP_01923","AMABMDDH_02810","AKMBOJBH_04856","LNNPAFAO_00171","EOJAOBGC_00788","CPEPOGAB_00644"
"group_1242","","hypothetical protein","9","9","1","1","12119","","","","209","254","239","ACMNIIJE_02939","KBJLFPIH_00567","OLBDELFK_04678","FIJMHGMP_01951","AMABMDDH_01058","AKMBOJBH_04780","LNNPAFAO_00200","EOJAOBGC_00754","CPEPOGAB_00677"
"ctpB","","Carboxy-terminal processing protease CtpB","9","9","1","1","12166","","","","1268","1295","1272","ACMNIIJE_02955","KBJLFPIH_00589","OLBDELFK_04695","FIJMHGMP_01967","AMABMDDH_01045","AKMBOJBH_04794","LNNPAFAO_00215","EOJAOBGC_00740","CPEPOGAB_00694"
"group_1244","","hypothetical protein","9","9","1","1","12177","","","","377","377","377","ACMNIIJE_02962","KBJLFPIH_00597","OLBDELFK_04702","FIJMHGMP_01974","AMABMDDH_01038","AKMBOJBH_04801","LNNPAFAO_00222","EOJAOBGC_00733","CPEPOGAB_00702"
"group_1245","","hypothetical protein","9","9","1","1","17809","","","","614","614","614","ACMNIIJE_02986","KBJLFPIH_01158","OLBDELFK_01517","FIJMHGMP_02434","AMABMDDH_01859","AKMBOJBH_01877","LNNPAFAO_05523","EOJAOBGC_05543","CPEPOGAB_00749"
"smtB","","hypothetical protein","9","9","1","1","11935","","","","353","380","376","ACMNIIJE_03032","KBJLFPIH_02677","OLBDELFK_01562","FIJMHGMP_02478","AMABMDDH_02847","AKMBOJBH_04819","LNNPAFAO_00135","EOJAOBGC_00824","CPEPOGAB_00605"
"murC","","UDP-N-acetylmuramate--L-alanine ligase","9","9","1","1","11921","","","","1556","1556","1556","ACMNIIJE_03039","KBJLFPIH_02670","OLBDELFK_01569","FIJMHGMP_02485","AMABMDDH_02854","AKMBOJBH_04812","LNNPAFAO_00128","EOJAOBGC_00831","CPEPOGAB_00597"
"group_1249","","Putative low molecular weight protein-tyrosine-phosphatase","9","9","1","1","11911","","","","491","491","491","ACMNIIJE_03042","KBJLFPIH_02667","OLBDELFK_01572","FIJMHGMP_02488","AMABMDDH_02857","AKMBOJBH_02001","LNNPAFAO_00125","EOJAOBGC_00834","CPEPOGAB_00594"
"flhA","","S-(hydroxymethyl)glutathione dehydrogenase","9","9","1","1","11908","","","","1109","1226","1139","ACMNIIJE_03046","KBJLFPIH_02664","OLBDELFK_01576","FIJMHGMP_02491","AMABMDDH_02860","AKMBOJBH_01998","LNNPAFAO_00122","EOJAOBGC_00837","CPEPOGAB_00590"
"group_1251","","hypothetical protein","9","9","1","1","11812","","","","266","266","266","ACMNIIJE_03053","KBJLFPIH_02655","OLBDELFK_01584","FIJMHGMP_02498","AMABMDDH_02864","AKMBOJBH_01994","LNNPAFAO_00115","EOJAOBGC_00841","CPEPOGAB_00579"
"group_1254","","hypothetical protein","9","9","1","1","5741","","","","230","230","230","ACMNIIJE_03091","KBJLFPIH_00759","OLBDELFK_02110","FIJMHGMP_04397","AMABMDDH_04655","AKMBOJBH_03999","LNNPAFAO_00598","EOJAOBGC_02934","CPEPOGAB_00356"
"acsA","","Acetyl-coenzyme A synthetase","9","9","1","1","17300","","","","1724","1967","1940","ACMNIIJE_03141","KBJLFPIH_02289","OLBDELFK_00474","FIJMHGMP_04042","AMABMDDH_01382","AKMBOJBH_03173","LNNPAFAO_03265","EOJAOBGC_04824","CPEPOGAB_02509"
"group_1257","","hypothetical protein","9","9","1","1","17302","","","","176","179","178","ACMNIIJE_03144","KBJLFPIH_05154","OLBDELFK_00472","FIJMHGMP_04044","AMABMDDH_01384","AKMBOJBH_03175","LNNPAFAO_03017","EOJAOBGC_04822","CPEPOGAB_02511"
"group_1258","","hypothetical protein","9","9","1","1","17304","","","","605","704","649","ACMNIIJE_03146","KBJLFPIH_05156","OLBDELFK_00470","FIJMHGMP_04046","AMABMDDH_01386","AKMBOJBH_03177","LNNPAFAO_03019","EOJAOBGC_04820","CPEPOGAB_02513"
"group_1260","","hypothetical protein","9","9","1","1","7651","","","","1295","1295","1295","ACMNIIJE_03154","KBJLFPIH_03111","OLBDELFK_00462","FIJMHGMP_04065","AMABMDDH_00841","AKMBOJBH_01649","LNNPAFAO_05322","EOJAOBGC_01102","CPEPOGAB_02205"
"comB","","putative 2-phosphosulfolactate phosphatase","9","9","1","1","10060","","","","731","731","731","ACMNIIJE_03183","KBJLFPIH_04519","OLBDELFK_00436","FIJMHGMP_04924","AMABMDDH_00743","AKMBOJBH_01555","LNNPAFAO_04133","EOJAOBGC_01002","CPEPOGAB_02105"
"group_1269","","hypothetical protein","9","9","1","1","15044","","","","1238","1340","1260","ACMNIIJE_03267","KBJLFPIH_02998","OLBDELFK_03494","FIJMHGMP_01142","AMABMDDH_00617","AKMBOJBH_02500","LNNPAFAO_03734","EOJAOBGC_03811","CPEPOGAB_01960"
"group_1270","","hypothetical protein","9","9","1","1","15041","","","","377","383","377","ACMNIIJE_03269","KBJLFPIH_03000","OLBDELFK_03492","FIJMHGMP_01144","AMABMDDH_00615","AKMBOJBH_02498","LNNPAFAO_03736","EOJAOBGC_03813","CPEPOGAB_01958"
"group_1271","","hypothetical protein","9","9","1","1","15026","","","","341","341","341","ACMNIIJE_03281","KBJLFPIH_03014","OLBDELFK_03480","FIJMHGMP_01157","AMABMDDH_03498","AKMBOJBH_02487","LNNPAFAO_03747","EOJAOBGC_03824","CPEPOGAB_01947"
"galE","","UDP-glucose 4-epimerase","9","9","1","1","15014","","","","1004","1007","1004","ACMNIIJE_03289","KBJLFPIH_03021","OLBDELFK_03474","FIJMHGMP_01163","AMABMDDH_03504","AKMBOJBH_02481","LNNPAFAO_03753","EOJAOBGC_03830","CPEPOGAB_01941"
"group_1276","","hypothetical protein","9","9","1","1","14984","","","","551","581","557","ACMNIIJE_03305","KBJLFPIH_03038","OLBDELFK_03458","FIJMHGMP_01179","AMABMDDH_03517","AKMBOJBH_02468","LNNPAFAO_03766","EOJAOBGC_03843","CPEPOGAB_01922"
"group_1277","","hypothetical protein","9","9","1","1","14967","","","","491","491","491","ACMNIIJE_03313","KBJLFPIH_03045","OLBDELFK_03451","FIJMHGMP_01186","AMABMDDH_03523","AKMBOJBH_02462","LNNPAFAO_03773","EOJAOBGC_03850","CPEPOGAB_01914"
"dnaJ_4","","Chaperone protein DnaJ","9","9","1","1","14958","","","","707","707","707","ACMNIIJE_03322","KBJLFPIH_03055","OLBDELFK_03442","FIJMHGMP_01196","AMABMDDH_03531","AKMBOJBH_02454","LNNPAFAO_03781","EOJAOBGC_03858","CPEPOGAB_01905"
"group_1281","","hypothetical protein","9","9","1","1","14933","","","","1682","1685","1683","ACMNIIJE_03339","KBJLFPIH_04686","OLBDELFK_03425","FIJMHGMP_01216","AMABMDDH_03547","AKMBOJBH_02439","LNNPAFAO_03796","EOJAOBGC_05560","CPEPOGAB_01889"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","9","9","1","1","8804","","","","953","953","953","ACMNIIJE_03343","KBJLFPIH_01897","OLBDELFK_02728","FIJMHGMP_00518","AMABMDDH_02418","AKMBOJBH_01352","LNNPAFAO_01357","EOJAOBGC_05456","CPEPOGAB_03742"
"group_1284","","hypothetical protein","9","9","1","1","8784","","","","461","464","461","ACMNIIJE_03348","KBJLFPIH_01902","OLBDELFK_02723","FIJMHGMP_00523","AMABMDDH_02413","AKMBOJBH_01357","LNNPAFAO_01362","EOJAOBGC_05461","CPEPOGAB_03748"
"group_1285","","hypothetical protein","9","9","1","1","8779","","","","314","314","314","ACMNIIJE_03350","KBJLFPIH_01904","OLBDELFK_02721","FIJMHGMP_00525","AMABMDDH_02411","AKMBOJBH_01359","LNNPAFAO_01364","EOJAOBGC_05463","CPEPOGAB_03750"
"group_1287","","hypothetical protein","9","9","1","1","8773","","","","719","719","719","ACMNIIJE_03355","KBJLFPIH_01908","OLBDELFK_02716","FIJMHGMP_00529","AMABMDDH_02406","AKMBOJBH_01364","LNNPAFAO_01369","EOJAOBGC_03652","CPEPOGAB_03755"
"group_1290","","putative protein","9","9","1","1","8757","","","","1223","1232","1231","ACMNIIJE_03368","KBJLFPIH_01920","OLBDELFK_02703","FIJMHGMP_00543","AMABMDDH_02394","AKMBOJBH_01378","LNNPAFAO_01381","EOJAOBGC_03664","CPEPOGAB_03768"
"dctM","","C4-dicarboxylate TRAP transporter large permease protein DctM","9","9","1","1","9750","","","","1340","1340","1340","ACMNIIJE_03377","KBJLFPIH_01928","OLBDELFK_02694","FIJMHGMP_00551","AMABMDDH_05049","AKMBOJBH_01386","LNNPAFAO_01389","EOJAOBGC_03672","CPEPOGAB_03776"
"cysH","","Phosphoadenosine phosphosulfate reductase","9","9","1","1","9658","","","","734","761","758","ACMNIIJE_03415","KBJLFPIH_04835","OLBDELFK_02662","FIJMHGMP_05274","AMABMDDH_03893","AKMBOJBH_01421","LNNPAFAO_01420","EOJAOBGC_03706","CPEPOGAB_03681"
"group_1297","","2-methyl-6-phytyl-1,4-hydroquinone methyltransferase","9","9","1","1","9631","","","","914","914","914","ACMNIIJE_03432","KBJLFPIH_04850","OLBDELFK_02646","FIJMHGMP_05456","AMABMDDH_03910","AKMBOJBH_01438","LNNPAFAO_01437","EOJAOBGC_03723","CPEPOGAB_03663"
"group_1300","","hypothetical protein","9","9","1","1","2473","","","","359","359","359","ACMNIIJE_03452","KBJLFPIH_01118","OLBDELFK_01457","FIJMHGMP_01642","AMABMDDH_05035","AKMBOJBH_03597","LNNPAFAO_02406","EOJAOBGC_00580","CPEPOGAB_05244"
"group_1302","","hypothetical protein","9","9","1","1","13479","","","","206","206","206","ACMNIIJE_03479","KBJLFPIH_01141","OLBDELFK_01434","FIJMHGMP_01664","AMABMDDH_05084","AKMBOJBH_05503","LNNPAFAO_05444","EOJAOBGC_00466","CPEPOGAB_05222"
"group_1304","","hypothetical protein","9","9","1","1","1845","","","","611","611","611","ACMNIIJE_03508","KBJLFPIH_02441","OLBDELFK_01398","FIJMHGMP_01698","AMABMDDH_03422","AKMBOJBH_04734","LNNPAFAO_02330","EOJAOBGC_00502","CPEPOGAB_05020"
"group_1305","","hypothetical protein","9","9","1","1","20527","","","","1382","1445","1389","ACMNIIJE_03519","KBJLFPIH_02045","OLBDELFK_02793","FIJMHGMP_01304","AMABMDDH_00101","AKMBOJBH_03269","LNNPAFAO_01884","EOJAOBGC_01390","CPEPOGAB_01625"
"group_1306","","hypothetical protein","9","9","1","1","20530","","","","806","884","841","ACMNIIJE_03522","KBJLFPIH_02048","OLBDELFK_02790","FIJMHGMP_01301","AMABMDDH_00104","AKMBOJBH_03272","LNNPAFAO_01887","EOJAOBGC_01393","CPEPOGAB_01622"
"group_1308","","hypothetical protein","9","9","1","1","20544","","","","296","296","296","ACMNIIJE_03531","KBJLFPIH_02058","OLBDELFK_02780","FIJMHGMP_01292","AMABMDDH_00112","AKMBOJBH_03280","LNNPAFAO_01895","EOJAOBGC_01401","CPEPOGAB_01613"
